DOI,Evidence,Licence,OA Status,Title,Authors,Author count,Author count>20,WoS/Scopus Authors,Local author count from WoS/Scopus,Local authors,Corresponding author,Local reprint authors,Corresponding author is local,Journal,Year,Publisher,Is OA,Genre,OA Journal,Version,Host of best version,Green version available,Repositories,Number of repositories,In local repository,In DOAJ,ISSNs,Archive accepted manuscript,Embargo,Archive published version,Published version embargo,Sherpa/Romeo Link,Scopus citations,Crossref citations,Free text url,In WoS,In Scopus,APC charged in DOAJ,DOAJ Currency,DOAJ APC,Publisher Currency,Publisher APC,USD APC,Altmetric,Media stories,Policy documents,Tweets,Altmetric link,Funders,Crossref funders,WoS Subjects,Crossref subjects
10.1016/j.ocecoaman.2020.105349,open (via crossref license),cc-by,hybrid,"From 'clean and green' to 'brown and down': A synthesis of historical changes to biodiversity and marine ecosystems in the Marlborough Sounds, New Zealand","Urlich, Stephen C.; Handley, Sean J.",2,No,"[Urlich, Stephen C.] Lincoln Univ, Dept Environm Management, POB 85084, Canterbury, New Zealand; [Handley, Sean J.] Natl Inst Water & Atmospher Res, POB 893, Nelson, New Zealand Urlich, S.C., Department of Environmental Management, Lincoln University, Lincoln University, PO Box 85084, Canterbury, New Zealand; Handley, S.J., National Institute of Water & Atmospheric Research, PO Box 893, Nelson, New Zealand",1,"Urlich, Stephen C.","Urlich, SC (corresponding author), Lincoln Univ, Dept Environm Management, POB 85084, Canterbury, New Zealand.","Urlich, SC",Yes,Ocean & Coastal Management,2020,Elsevier BV,true,journal-article,false,publishedVersion,publisher,Yes,researcharchive.lincoln.ac.nz ,1,Yes,false,0964-5691 ,Yes,24 months,No,,https://v2.sherpa.ac.uk/id/publication/17104,,1,https://doi.org/10.1016/j.ocecoaman.2020.105349,Yes,Yes,,,,USD,3700,3700,11.5,1,0,2,http://www.altmetric.com/details.php?citation_id=91105866,"Ministry for Business, Innovation and EmploymentNew Zealand Ministry of Business, Innovation and Employment (MBIE) [ELF15205, EF16205]; Lincoln University; Marlborough Sounds community; Marlborough District Council; EF16205, ELF15205; Lincoln University","Ministry for Business, Innovation and Employment's Envirolink science transfer scheme; Lincoln University; Marlborough Sounds community; Marlborough District Council",Oceanography; Water Resources,Aquatic Science; Oceanography; Management;  Monitoring;  Policy and Law
10.1111/nzg.12271,oa repository (via OAI-PMH title and first author match),,green,"Same same, but different? Cycling and e-scootering in a rapidly changing urban transport landscape","Curl, Angela: Department of Population Health University of Otago Christchurch  Christchurch New Zealand; Fitt, Helen: Centre of Excellence: Sustainable Tourism for Regions Landscapes and Communities Lincoln University  Lincoln New Zealand",2,No,"[Curl, Angela] Univ Otago Christchurch, Dept Populat Hlth, Post Box 4345, Christchurch 8140, New Zealand; [Fitt, Helen] Lincoln Univ, Ctr Excellence Sustainable Tourism Reg Landscapes, Lincoln, New Zealand Curl, A., Department of Population Health, University of Otago Christchurch, Christchurch, New Zealand; Fitt, H., Centre of Excellence: Sustainable Tourism for Regions Landscapes and Communities, Lincoln University, Lincoln, New Zealand",1,"Curl, Angela, Fitt, Helen,","Curl, A (corresponding author), Univ Otago Christchurch, Dept Populat Hlth, Post Box 4345, Christchurch 8140, New Zealand.",,No,New Zealand Geographer,2020,Wiley,true,journal-article,false,submittedVersion,repository,Yes,ourarchive.otago.ac.nz ,1,No,false,0028-8144 1745-7939 ,Yes,24 months,No,,https://v2.sherpa.ac.uk/id/publication/6933,1,0,https://ourarchive.otago.ac.nz/bitstream/10523/10155/3/CURL_FITT_escooter_NZGS_200109_SUBMITTEDversion_plainv3.pdf,Yes,Yes,,,,USD,2500,2500,8,1,0,0,http://www.altmetric.com/details.php?citation_id=92151606,,,Geography,Geography;  Planning and Development; General Earth and Planetary Sciences
10.1016/j.biocontrol.2020.104405,,,closed,The ecology of predatory hoverflies as ecosystem-service providers in agricultural systems,"Rodríguez-Gasol, Neus; Alins, Georgina; Veronesi, Emiliano R.; Wratten, Steve",4,No,"[Rodriguez-Gasol, Neus; Alins, Georgina] IRTA Fruitctr, PCiTAL, Pk Gardeny,Fruitctr Bldg, Lleida 25003, Spain; [Veronesi, Emiliano R.; Wratten, Steve] Lincoln Univ, Bioprotect Res Ctr, POB 84, Lincoln 7647, New Zealand Rodríguez-Gasol, N., IRTA Fruitcentre, PCiTAL, Park of Gardeny, Fruitcentre Building, Lleida, 25003, Spain; Alins, G., IRTA Fruitcentre, PCiTAL, Park of Gardeny, Fruitcentre Building, Lleida, 25003, Spain; Veronesi, E.R., Bio-Protection Research Centre, Lincoln University, PO Box 84, Lincoln, 7647, New Zealand; Wratten, S., Bio-Protection Research Centre, Lincoln University, PO Box 84, Lincoln, 7647, New Zealand",1,"Rodriguez-Gasol, Neus, Alins, Georgina, Veronesi, Emiliano R., Wratten, Steve,","Rodriguez-Gasol, N (corresponding author), IRTA Fruitctr, PCiTAL, Pk Gardeny,Fruitctr Bldg, Lleida 25003, Spain.",,No,Biological Control,2020,Elsevier BV,false,journal-article,false,,,No,,0,No,false,1049-9644 1090-2112 ,Yes,12 months,No,,https://v2.sherpa.ac.uk/id/publication/11272,2,1,,Yes,Yes,,,,USD,3000,3000,16.55,0,0,28,http://www.altmetric.com/details.php?citation_id=88367671,Spanish National Institute for Agricultural and Food Research and Technology [APCIN2016-00033-00-00]; Spanish Ministry of Economy and Competiveness [AGL2016-77373-C2-1-R]; CERCA Programme/Generalitat de Catalunya; IRTA; AGL2016-77373-C2-1-R; APCIN2016-00033-00-00,,Biotechnology & Applied Microbiology; Entomology,Agronomy and Crop Science; Insect Science
10.1057/s41599-020-0448-x,oa journal (via doaj),cc-by,gold,A close examination of the role and needed expertise of brokers in bridging and building science policy boundaries in environmental decision making,"Duncan, Ronlyn; Robson-Williams, Melissa; Edwards, Sarah",3,No," Duncan, R., Manaaki Whenua Landcare Research, Lincoln, New Zealand; Robson-Williams, M., Manaaki Whenua Landcare Research, Lincoln, New Zealand; Edwards, S., Lincoln University, Lincoln, New Zealand",1,"Edwards, S.","Robson-Williams, M.; Manaaki Whenua Landcare ResearchNew Zealand; email: robson-williamsm@landcareresearch.co.nz",,No,Palgrave Communications,2020,Springer Science and Business Media LLC,true,journal-article,true,publishedVersion,publisher,Yes,researcharchive.lincoln.ac.nz ,1,Yes,TRUE,2055-1045 ,No data,,,,,3,1,https://www.nature.com/articles/s41599-020-0448-x.pdf,No,Yes,Yes,GBP,750,USD,1200,1200,1.5,0,0,3,http://www.altmetric.com/details.php?citation_id=80317138,,,,
10.1038/s41598-020-60024-3,oa journal (via doaj),,gold,Bioactive carbon improves nitrogen fertiliser efficiency and ecological sustainability,"Espie, Peter; Ridgway, Haley",2,No,"[Espie, Peter] AgSci Res, 333 Chain Hills Rd,RD 1, Dunedin 9076, New Zealand; [Ridgway, Haley] Lincoln Univ, Ellesmere Junct Rd, Lincoln 7647, New Zealand Espie, P., AgScience Research, 333 Chain Hills Road, R.D. 1., Dunedin, 9076, New Zealand; Ridgway, H., Lincoln University, Ellesmere Junction Road, Lincoln, 7647, New Zealand",1,"Espie, Peter, Ridgway, Haley,","Espie, P (corresponding author), AgSci Res, 333 Chain Hills Rd,RD 1, Dunedin 9076, New Zealand.",,No,Scientific Reports,2020,Springer Science and Business Media LLC,true,journal-article,true,publishedVersion,publisher,Yes,europepmc.org ,1,No,TRUE,2045-2322 ,Yes,None,Yes,None,https://v2.sherpa.ac.uk/id/publication/24229,,1,https://doi.org/10.1038/s41598-020-60024-3,Yes,Yes,Yes,GBP,1165,USD,1760,1760,0,0,0,0,,Callaghan Innovation and Southern Humates Ltd.,Callaghan Innovation,Science & Technology - Other Topics,Multidisciplinary
10.1007/s10660-018-9323-x,,,closed,Smartphone use and income growth in rural China: empirical results and policy implications,"Ma, Wanglin; Grafton, R. Quentin; Renwick, Alan",3,No,"[Ma, Wanglin; Renwick, Alan] Lincoln Univ, Fac Agribusiness & Commerce, Dept Global Value Chains & Trade, Christchurch, New Zealand; [Grafton, R. Quentin] Australian Natl Univ, Crawford Sch Publ Policy, Canberra, ACT, Australia Ma, W., Department of Global Value Chains and Trade, Faculty of Agribusiness and Commerce, Lincoln University, Christchurch, New Zealand; Grafton, R.Q., Crawford School of Public Policy, The Australian National University, Canberra, Australia; Renwick, A., Department of Global Value Chains and Trade, Faculty of Agribusiness and Commerce, Lincoln University, Christchurch, New Zealand",1,"Ma, Wanglin, Renwick, Alan","Ma, WL (corresponding author), Lincoln Univ, Fac Agribusiness & Commerce, Dept Global Value Chains & Trade, Christchurch, New Zealand.","Ma, WL",Yes,Electronic Commerce Research,2018,Springer Science and Business Media LLC,false,journal-article,false,,,No,,0,No,false,1389-5753 1572-9362 ,Yes,12 months,No,,https://v2.sherpa.ac.uk/id/publication/16480,18,18,,Yes,Yes,,,,USD,3000,3000,1,0,0,1,http://www.altmetric.com/details.php?citation_id=50746430,Faculty of Agribusiness and Commerce at Lincoln University [INT5056],,Business & Economics,Human-Computer Interaction; Economics;  Econometrics and Finance (miscellaneous)
10.3161/00016454AO2020.55.2.008,,,closed,Seed Selection by Crossbills Loxia spp. within Cones of Scots Pine Pinus sylvestris,"Worthy, Fiona R.: Centre for Mountain Futures, Kunming Institute of Botany, Chinese Academy of Sciences, 132 Lanhei Road, Kunming, Yunnan 650201, CHINA; Hulme, Philip E.: The Bio-Protection Centre, PO Box 85084, Lincoln University, Canterbury, NEW ZEALAND",2,No,"[Worthy, Fiona R.] Chinese Acad Sci, Ctr Mt Futures, Kunming Inst Bot, 132 Lanhei Rd, Kunming 650201, Yunnan, Peoples R China; [Hulme, Philip E.] Lincoln Univ, Bioprotect Ctr, POB 85084, Canterbury, New Zealand Worthy, F.R., Centre for Mountain Futures, Kunming Institute of Botany, Chinese Academy of Sciences, 132 Lanhei Road, Kunming, Yunnan, 650201, China; Hulme, P.E., The Bio-Protection Centre, Lincoln University, PO Box 85084, Canterbury, New Zealand",1,"Worthy, Fiona R., Hulme, Philip E.,","Worthy, FR (corresponding author), Chinese Acad Sci, Ctr Mt Futures, Kunming Inst Bot, 132 Lanhei Rd, Kunming 650201, Yunnan, Peoples R China.",,No,Acta Ornithologica,2021,Museum and Institute of Zoology at the Polish Academy of Sciences,false,journal-article,false,,,No,,0,No,false,0001-6454 1734-8471 ,No data,,,,,,0,,Yes,Yes,,,,,,,1.6,0,0,3,http://www.altmetric.com/details.php?citation_id=104182423,"Natural Environment Research CouncilUK Research & Innovation (UKRI)Natural Environment Research Council (NERC) [NER/S/A/2002/11035]; Yunnan Provincial Human Resources and Social Security Bureau Post-Doctoral grant; Chinese Academy of Sciences President's International Fellowship Initiative grant [2020FYC0003]; Natural Environment Research Council, NERC: NER/S/A/2002/11035; Chinese Academy of Sciences, CAS: 2020FYC0003",,Zoology,Animal Science and Zoology
10.1556/066.2020.49.4.2,,,closed,"An Acylase from Shewanella Putrefaciens Presents a Vibrio Parahaemolyticus Acylhomoserine Lactone-Degrading Activity and Exhibits Temperature-, Ph- and Metal-Dependences","Fang, Z.: aCollege of Food Science and Technology, Guangdong Ocean University, Zhanjiang, 524048, China; Sun, D.: aCollege of Food Science and Technology, Guangdong Ocean University, Zhanjiang, 524048, China; Gao, J.: aCollege of Food Science and Technology, Guangdong Ocean University, Zhanjiang, 524048, China; Guo, M.: aCollege of Food Science and Technology, Guangdong Ocean University, Zhanjiang, 524048, China; Sun, L.: aCollege of Food Science and Technology, Guangdong Ocean University, Zhanjiang, 524048, China; Wang, Y.: aCollege of Food Science and Technology, Guangdong Ocean University, Zhanjiang, 524048, China; Lıu, Y.: aCollege of Food Science and Technology, Guangdong Ocean University, Zhanjiang, 524048, China; Wang, R.: bCollege of Food Science and Engineering, Lingnan Normal University, Zhanjiang, 524048, China; Deng, Q.: aCollege of Food Science and Technology, Guangdong Ocean University, Zhanjiang, 524048, China; Xu, D.: aCollege of Food Science and Technology, Guangdong Ocean University, Zhanjiang, 524048, China; Gooneratne, R.: cDepartment of Wine, Food and Molecular Biosciences, Lincoln University, Lincoln, Canterbury, 7647, New Zealand",11,No,"[Fang, Z.; Sun, D.; Gao, J.; Guo, M.; Sun, L.; Wang, Y.; Liu, Y.; Deng, Q.; Xu, D.] Guangdong Ocean Univ, Coll Food Sci & Technol, Zhanjiang 524048, Peoples R China; [Wang, R.] Lingnan Normal Univ, Coll Food Sci & Engn, Zhanjiang 524048, Peoples R China; [Gooneratne, R.] Lincoln Univ, Dept Wine Food & Mol Biosci, Canterbury 7647, New Zealand Fang, Z., College of Food Science and Technology, Guangdong Ocean University, Zhanjiang, 524048, China; Sun, D., College of Food Science and Technology, Guangdong Ocean University, Zhanjiang, 524048, China; Gao, J., College of Food Science and Technology, Guangdong Ocean University, Zhanjiang, 524048, China; Gua, M., College of Food Science and Technology, Guangdong Ocean University, Zhanjiang, 524048, China; Sun, L., College of Food Science and Technology, Guangdong Ocean University, Zhanjiang, 524048, China; Wang, Y., College of Food Science and Technology, Guangdong Ocean University, Zhanjiang, 524048, China; Liu, Y., College of Food Science and Technology, Guangdong Ocean University, Zhanjiang, 524048, China; Wang, R., College of Food Science and Engineering, Lingnan Normal University, Zhanjiang, 524048, China; Deng, Q., College of Food Science and Technology, Guangdong Ocean University, Zhanjiang, 524048, China; Xu, D., College of Food Science and Technology, Guangdong Ocean University, Zhanjiang, 524048, China; Gooneratne, R., Department of Wine, Food and Molecular Biosciences, Lincoln University, Lincoln, Canterbury, 7647, New Zealand",1,"Fang, Z., Sun, D., Gao, J., Guo, M., Sun, L., Wang, Y., Liu, Y., Deng, Q., Xu, D., Wang, R., Gooneratne, R.,","Sun, L; Liu, Y (corresponding author), Guangdong Ocean Univ, Coll Food Sci & Technol, Zhanjiang 524048, Peoples R China.",,No,Acta Alimentaria,2020,Akademiai Kiado Zrt.,false,journal-article,false,,,No,,0,No,false,0139-3006 1588-2535 ,Yes,None,No,,https://v2.sherpa.ac.uk/id/publication/2112,,0,,Yes,Yes,,,,,,,0,0,0,0,,"National Natural Scienoe Foundation of ChinaNational Natural Science Foundation of China (NSFC) [31371746, 31371777]; Higher Educational Cultivation Program for Major Scientific Research Projects or Guangdong Ocean University [GDOIJ2013050205, 2014050203]; 2014050203, GDOU201305020 5; National Natural Science Foundation of China, NSFC: 31371746, 31371777",,Food Science & Technology; Nutrition & Dietetics,
10.1016/j.foodres.2020.109756,,,closed,The effects of bioactive compounds from blueberry and blackcurrant powders on the inhibitory activities of oat bran pastes against α-amylase and α-glucosidase linked to type 2 diabetes,"Hui, Xiaodan; Wu, Gang; Han, Duo; Stipkovits, Letitia; Wu, Xiyang; Tang, Shuze; Brennan, Margaret A.; Brennan, Charles S.",8,No,"[Hui, Xiaodan; Wu, Gang; Stipkovits, Letitia; Brennan, Margaret A.; Brennan, Charles S.] Lincoln Univ, Fac Agr & Life Sci, Dept Wine Food & Mol Biosci, Christchurch, New Zealand; [Hui, Xiaodan; Han, Duo; Wu, Xiyang; Tang, Shuze] Jinan Univ, Dept Food Sci & Engn, Guangzhou, Guangdong, Peoples R China; [Hui, Xiaodan; Wu, Gang; Brennan, Margaret A.; Brennan, Charles S.] Riddet Inst, Palmerston North, New Zealand Hui, X., Department of Wine, Food and Molecular Biosciences, Faculty of Agriculture & Life Sciences, Lincoln University, Christchurch, New Zealand, Department of Food Science and Engineering, Jinan University, Guangzhou, Guangdong, China, Riddet Institute, Palmerston North, New Zealand; Wu, G., Department of Wine, Food and Molecular Biosciences, Faculty of Agriculture & Life Sciences, Lincoln University, Christchurch, New Zealand, Riddet Institute, Palmerston North, New Zealand; Han, D., Department of Food Science and Engineering, Jinan University, Guangzhou, Guangdong, China; Stipkovits, L., Department of Wine, Food and Molecular Biosciences, Faculty of Agriculture & Life Sciences, Lincoln University, Christchurch, New Zealand; Wu, X., Department of Food Science and Engineering, Jinan University, Guangzhou, Guangdong, China; Tang, S., Department of Food Science and Engineering, Jinan University, Guangzhou, Guangdong, China; Brennan, M.A., Department of Wine, Food and Molecular Biosciences, Faculty of Agriculture & Life Sciences, Lincoln University, Christchurch, New Zealand, Riddet Institute, Palmerston North, New Zealand; Brennan, C.S., Department of Wine, Food and Molecular Biosciences, Faculty of Agriculture & Life Sciences, Lincoln University, Christchurch, New Zealand, Riddet Institute, Palmerston North, New Zealand",1,"Hui, Xiaodan, Wu, Gang, Stipkovits, Letitia, Brennan, Margaret A., Brennan, Charles S.","Brennan, CS (corresponding author), Lincoln Univ, Fac Agr & Life Sci, Dept Wine Food & Mol Biosci, Christchurch, New Zealand.","Brennan, CS",Yes,Food Research International,2020,Elsevier BV,false,journal-article,false,,,No,,0,No,false,0963-9969 ,Yes,12 months,No,,https://v2.sherpa.ac.uk/id/publication/13168,8,8,,Yes,Yes,,,,USD,3800,3800,0,0,0,0,,,,Food Science & Technology,Food Science
10.1016/j.jfca.2020.103648,,,closed,Oxalate bioaccessibility in raw and cooked rhubarb (Rheum Rhabarbarum L.) during in vitro digestion,"Nguyen, HaV.H.; Savage, Geoffrey P.",2,No,"[Nguyen, HaV H.] Int Univ, Sch Biotechnol, Food Technol Dept, Ho Chi Minh City, Vietnam; [Nguyen, HaV H.] Vietnam Natl Univ, Ho Chi Minh City, Vietnam; [Savage, Geoffrey P.] Lincoln Univ, Dept Wine Food & Mol Biosci, Agr & Life Sci, Food Grp, Canterbury, New Zealand Nguyen, H.H., Food Technology Department, School of Biotechnology, International University, Ho Chi Minh City, Viet Nam, Vietnam National University, Ho Chi Minh City, Viet Nam; Savage, G.P., Food Group, Department of Wine, Food and Molecular Biosciences, Agriculture and Life Sciences, Lincoln University, Canterbury, New Zealand",1,"Nguyen, HaV H., Savage, Geoffrey P.,","Nguyen, HH (corresponding author), Int Univ, Sch Biotechnol, Food Technol Dept, Ho Chi Minh City, Vietnam.",,No,Journal of Food Composition and Analysis,2020,Elsevier BV,false,journal-article,false,,,No,,0,No,false,0889-1575 1096-0481 ,Yes,12 months,No,,https://v2.sherpa.ac.uk/id/publication/13932,1,1,,Yes,Yes,,,,USD,3000,3000,0,0,0,0,,"Lincoln University in the Food Science laboratories of Lincoln University, Christchurch, New Zealand","Lincoln University in the Food Science laboratories of Lincoln University, Christchurch, New Zealand",Chemistry; Food Science & Technology,Food Science
10.1002/bse.2563,,,closed,Are women eco-friendly? Board gender diversity and environmental innovation,"Nadeem, Muhammad: Accounting University of Otago School of Business Dunedin New Zealand; Bahadar, Stephen: Lincoln University Lincoln New Zealand; Gull, Ammar Ali: ESSCA School of Management Angers Pays de la Loire France; Iqbal, Umer: Lincoln University Lincoln New Zealand",4,No," Nadeem, M., Accounting, University of Otago School of Business, Dunedin, New Zealand; Bahadar, S., Lincoln University, Lincoln, New Zealand; Gull, A.A., ESSCA School of Management, Angers, Pays de la Loire, France; Iqbal, U., Lincoln University, Lincoln, New Zealand",2,"Bahadar, S.; Iqbal, U.","Nadeem, M.; Accounting, New Zealand; email: muhammad.nadeem@otago.ac.nz",,No,Business Strategy and the Environment,2020,Wiley,false,journal-article,false,,,No,,0,No,false,0964-4733 1099-0836 ,Yes,24 months,No,,https://v2.sherpa.ac.uk/id/publication/3713,8,7,,No,Yes,,,,USD,3200,3200,0,0,0,0,,,,,Strategy and Management; Geography;  Planning and Development; Business and International Management; Management;  Monitoring;  Policy and Law
10.1016/j.agee.2020.107106,,,closed,Quantifying crop pollinator-dependence and pollination deficits: The effects of experimental scale on yield and quality assessments,"Webber, Sean M.; Garratt, Michael P.D.; Lukac, Martin; Bailey, Alison P.; Huxley, Theresa; Potts, Simon G.",6,No,"[Webber, Sean M.; Garratt, Michael P. D.; Lukac, Martin; Bailey, Alison P.; Potts, Simon G.] Univ Reading, Sch Agr Policy & Dev, Ctr Agrienvironm Res, Reading RG6 6AR, Berks, England; [Lukac, Martin] Czech Univ Life Sci Prague, Fac Forestry & Wood Sci, Prague, Czech Republic; [Bailey, Alison P.] Lincoln Univ, Fac Agribusiness & Commerce, Canterbury 7647, New Zealand; [Huxley, Theresa] Sainsburys Plc, 33 Holborn, London EC1N 2HT, England Webber, S.M., Centre for Agri-Environmental Research, School of Agriculture, Policy and Development, University of Reading, Reading, Berkshire  RG6 6AR, United Kingdom; Garratt, M.P.D., Centre for Agri-Environmental Research, School of Agriculture, Policy and Development, University of Reading, Reading, Berkshire  RG6 6AR, United Kingdom; Lukac, M., Centre for Agri-Environmental Research, School of Agriculture, Policy and Development, University of Reading, Reading, Berkshire  RG6 6AR, United Kingdom, Faculty of Forestry and Wood Sciences, Czech University of Life Sciences Prague, Prague, Czech Republic; Bailey, A.P., Centre for Agri-Environmental Research, School of Agriculture, Policy and Development, University of Reading, Reading, Berkshire  RG6 6AR, United Kingdom, Faculty of Agribusiness and Commerce, Lincoln University, Lincoln, Canterbury, 7647, New Zealand; Huxley, T., Sainsbury's Plc, 33 Holborn, London, EC1N 2HT, United Kingdom; Potts, S.G., Centre for Agri-Environmental Research, School of Agriculture, Policy and Development, University of Reading, Reading, Berkshire  RG6 6AR, United Kingdom",1,"Webber, Sean M., Garratt, Michael P. D., Lukac, Martin, Bailey, Alison P., Potts, Simon G.","Potts, SG (corresponding author), Univ Reading, Sch Agr Policy & Dev, Ctr Agrienvironm Res, Reading RG6 6AR, Berks, England.",,No,"Agriculture, Ecosystems & Environment",2020,Elsevier BV,false,journal-article,false,,,No,,0,No,false,0167-8809 ,Yes,24 months,No,,https://v2.sherpa.ac.uk/id/publication/10544,1,2,,Yes,Yes,,,,USD,3850,3850,2,0,0,5,http://www.altmetric.com/details.php?citation_id=89323152,"Biotechnology and Biological Sciences Research Council, UKUK Research & Innovation (UKRI)Biotechnology and Biological Sciences Research Council (BBSRC); Sainsbury's Supermarkets Ltd [BB/K012843/1]; DEFRADepartment for Environment, Food & Rural Affairs (DEFRA) [WC1101]; WC1101; BB/K012843/1; Biotechnology and Biological Sciences Research Council, BBSRC; Department for Environment, Food and Rural Affairs, UK Government, Defra",Biotechnology and Biological Sciences Research Council; Sainsbury's Supermarkets Ltd,Agriculture; Environmental Sciences & Ecology,Agronomy and Crop Science; Ecology; Animal Science and Zoology
10.1016/j.scitotenv.2020.141241,,,closed,Risk factors for the conservation of saltmarsh vegetation and blue carbon revealed by earthquake-induced sea-level rise,"Orchard, Shane; Hughey, Kenneth F.D.; Schiel, David R.",3,No,"[Orchard, Shane] Univ Canterbury, Waterways Ctr Freshwater Management, Christchurch, New Zealand; [Orchard, Shane; Schiel, David R.] Univ Canterbury, Marine Ecol Res Grp, Christchurch, New Zealand; [Hughey, Kenneth F. D.] Lincoln Univ, Dept Environm Management, Lincoln, New Zealand; [Hughey, Kenneth F. D.] Dept Conservat, Wellington, New Zealand; [Orchard, Shane] Waterways Ctr Freshwater Management, Christchurch, New Zealand Orchard, S., Waterways Centre for Freshwater Management, University of Canterbury, New Zealand, Marine Ecology Research Group, University of Canterbury, New Zealand, Waterways Centre for Freshwater Management, New Zealand; Hughey, K.F.D., Department of Environmental Management, Lincoln University, New Zealand, Department of Conservation, Wellington, New Zealand; Schiel, D.R., Marine Ecology Research Group, University of Canterbury, New Zealand",1,"Orchard, Shane, Schiel, David R., Hughey, Kenneth F. D.","Orchard, S (corresponding author), Univ Canterbury, Waterways Ctr Freshwater Management, Christchurch, New Zealand.",,No,Science of The Total Environment,2020,Elsevier BV,false,journal-article,false,,,No,,0,No,false,0048-9697 ,Yes,24 months,No,,https://v2.sherpa.ac.uk/id/publication/15487,,1,,Yes,Yes,,,,USD,3400,3400,1,0,0,1,http://www.altmetric.com/details.php?citation_id=88342009,"Ngai Tahu Research Centre; Ngāi Tahu Research Centre, University of Canterbury, NTRC","Ngāi Tahu Research Centre, University of Canterbury",Environmental Sciences & Ecology,Environmental Engineering; Waste Management and Disposal; Pollution; Environmental Chemistry
10.1002/ps.5973,,,closed,"Potential for a biopesticide bait to control black beetle, Heteronychus arator (Coleoptera: Scarabaeidae)","Mansfield, Sarah: AgResearch, Ruakura Agricultural Centre  Hamilton New Zealand; Wilson, Michael J: AgResearch, Ruakura Agricultural Centre  Hamilton New Zealand; Gerard, Philippa J: AgResearch, Ruakura Agricultural Centre  Hamilton New Zealand; Wilson, Derrick J: AgResearch, Ruakura Agricultural Centre  Hamilton New Zealand; Swaminathan, Jayanthi: AgResearch, Lincoln Science Centre  Lincoln New Zealand, Faculty of Agriculture and Life Sciences Lincoln University  Lincoln New Zealand; Wright, David A: AgResearch, Lincoln Science Centre  Lincoln New Zealand; Koten, Chikako: AgResearch, Lincoln Science Centre  Lincoln New Zealand; Hurst, Mark RH: AgResearch, Lincoln Science Centre  Lincoln New Zealand",8,No,"[Swaminathan, Jayanthi; Wright, David A.; van Koten, Chikako; Hurst, Mark R. H.] AgResearch, Lincoln Sci Ctr, Lincoln, New Zealand; [Wilson, Michael J.; Gerard, Philippa J.; Wilson, Derrick J.] AgResearch, Ruakura Agr Ctr, Hamilton, New Zealand; [Swaminathan, Jayanthi] Lincoln Univ, Fac Agr & Life Sci, Lincoln, New Zealand Mansfield, S.; Wilson, M.J., AgResearch, Ruakura Agricultural Centre, Hamilton, New Zealand; Gerard, P.J., AgResearch, Ruakura Agricultural Centre, Hamilton, New Zealand; Wilson, D.J., AgResearch, Ruakura Agricultural Centre, Hamilton, New Zealand; Swaminathan, J., AgResearch, Lincoln Science Centre, Lincoln, New Zealand, Faculty of Agriculture and Life Sciences, Lincoln University, Lincoln, New Zealand; Wright, D.A., AgResearch, Lincoln Science Centre, Lincoln, New Zealand; van Koten, C., AgResearch, Lincoln Science Centre, Lincoln, New Zealand; Hurst, M.R.H., AgResearch, Lincoln Science Centre, Lincoln, New Zealand",1,"Swaminathan, Jayanthi, Wright, David A., van Koten, Chikako, Hurst, Mark R. H., Wilson, Michael J., Gerard, Philippa J., Wilson, Derrick J.,","Mansfield, S (corresponding author), AgResearch, Lincoln Sci Ctr, Private Bag 4749, Christchurch 8140, New Zealand.",,No,Pest Management Science,2020,Wiley,false,journal-article,false,,,No,,0,No,false,1526-498X 1526-4998 ,Yes,12 months,No,,https://v2.sherpa.ac.uk/id/publication/6939,,1,,Yes,Yes,,,,USD,4400,4400,2,0,0,3,http://www.altmetric.com/details.php?citation_id=85349127,"AgResearch Pre-Seed Grant [294]; DairyNZ Project [BP1504]; Ministry of Primary Industries Sustainable Farming Fund Project [408125]; Ministry of Business, Innovation and Employment Next Generation Biopesticides program [C10X1310]; C10X1310; 408125; Ministry for Primary Industries, MPI; Ministry of Business, Innovation and Employment, MBIE",DairyNZ; Ministry for Primary Industries,Agriculture; Entomology,Agronomy and Crop Science; Insect Science; Applied Microbiology and Biotechnology; General Medicine
